filename,title,doi,year,journal,abstract,pages,size_mb,authors,citationCount
@nitroxide-containing-amphiphilic-random-terpolymers-for-marine-antifouling-and-fouling-release-coatings.pdf,Nitroxide-Containing Amphiphilic Random Terpolymers for Marine Antifouling and Fouling-Release Coatings,10.1021/acsami.2c23213,2023,ACS Applied Materials & Interfaces,"Two types of amphiphilic random terpolymers, poly(ethylene glycol methyl ether methacrylate)-ran-poly(2,2,6,6- tetramethylpiperidinyloxy methacrylate)-ran-poly(polydimethyl si- loxane methacrylate) (PEGMEMA-r-PTMA-r-PDMSMA), were synthesized and evaluated for antifouling (AF) and fouling-release (FR) properties using diverse marine fouling organisms. In the first stage of production, the two respective precursor amine terpolymers containing (2,2,6,6-tetramethyl-4-piperidyl methacry- late) units (PEGMEMA-r-PTMPM-r-PDMSMA) were synthe- sized by atom transfer radical polymerization using various ",13,4.12,Riddhiman Medhi; Alicia Cintora; Elisa Guazzelli; Nila Narayan; Amanda K. Leonardi; Giancarlo Galli; Matteo Oliva; Carlo Pretti; John A. Finlay; Anthony S. Clare,16
@pj201577.pdf,Versatile inhibition of marine organism settlement by zwitterionic polymer brushes,10.1038/pj.2015.77,2015,Polymer Journal,,8,0.78,Yuji Higaki; Jin Nishida; Ai Takenaka; Rika Yoshimatsu; Motoyasu Kobayashi; Atsushi Takahara,75
@polymers-13-03414-v2.pdf,Amphiphilic Polyphosphonate Copolymers as New Additives for PDMS-Based Antifouling Coatings,10.3390/polym13193414,2021,Polymers,"Poly(ethyl ethylene phosphonate)-based methacrylic copolymers containing polysiloxane methacrylate (SiMA) co-units are proposed as surface-active additives as alternative solutions to the more investigated polyzwitterionic and polyethylene glycol counterparts for the fabrication of novel PDMS-based coatings for marine antifouling applications. In particular, the same hydrophobic SiMA macromonomer was copolymerized with a methacrylate carrying a poly(ethyl ethylene phosphonate) (PEtEPMA), a phosphorylcholine (MPC), and a poly(ethylene glycol) (PEGMA) side chain to obtain non-water soluble copol",19,4.58,Elisa Guazzelli; Niccolò Lusiani; Gianfranca Monni; Matteo Oliva; Chiara Pelosi; Frederik R. Wurm; Carlo Pretti; Elisa Martinelli,19
@polymers-14-04589.pdf,Polyethylene Glycol-b-poly(trialkylsilyl methacrylate-co-methyl methacrylate) Hydrolyzable Block Copolymers for Eco-Friendly Self-Polishing Marine Coatings,10.3390/polym14214589,2022,Polymers,"Hydrolyzable block copolymers consisting of a polyethylene glycol (PEG) ﬁrst block and a random poly(trialkylsilyl methacrylate (TRSiMA, R = butyl, isopropyl)-co-methyl methacrylate (MMA)) second block were synthesized by RAFT polymerization. Two PEGs with different molar masses (Mn = 750 g/mol (PEG1) and 2200 g/mol (PEG2)) were used as macro-chain transfer agents and the polymerization conditions were set in order to obtain copolymers with a comparable mole content of trialkylsilyl methacrylate (~30 mole%) and two different PEG mole percentages of 10 and 30 mole%. The hydrolysis rates of PEG-",16,4.37,Elisa Guazzelli; Matteo Oliva; Carlo Pretti; Gianfranca Monni; Armand Fahs; Christine Bressy; Elisa Martinelli,8
@preparation-and-performance-of-caster-oil-polyurethane-marine-antifouling-coatings-with-acrylamide-quaternary-ammonium.pdf,Preparation and Performance of Caster Oil Polyurethane Marine Antifouling Coatings with Acrylamide Quaternary Ammonium Salts as Antimicrobial Agents,10.1021/acs.langmuir.4c04584,2025,Langmuir,"The surfaces of underwater ship hulls and aquaculture equipment, such as fish cages, are highly susceptible to damage from fouling organisms. Although traditional marine antifouling coatings exhibit effective antifouling properties, the leaching of antifouling agents into the marine environment can lead to pollution and ecological disruption. In this study, we prepared castor oil polyurethane (CO-PU) by reacting castor oil with isocyanate. We then incorporated self-synthesized acrylamide- based quaternary ammonium salts (QASs), specifically dimethy- loctylaminopropyl methacrylamide-ammonium QD",10,11.05,Yiming Hu; Qinyi Liu; Jiaxuan He; Yan Xu; Xiaoming Tan; Yuansheng Wang; Tao Fang; Man Zhang,9
@s00289-018-2302-5.pdf,Preparation of novel marine antifouling polyurethane coating materials,10.1007/s00289-018-2302-5,2018,Polymer Bulletin,"Polyurethane coating materials with different compositions of low sur- face energy polydimethylsiloxane and degradable poly(L-lactic acid) were synthe- sized by three major steps. Initially, the hydroxylation-terminated poly(L-lactide)- functionalized graphene (G-g-PLLA) was prepared by ring-opening polymerization of L-lactic acid using the phenol-functionalized graphene (G-f-OH), which was prepared by 1,3-dipolar cycloaddition reaction of graphene and 3,4-dihydroxyben- zaldehyde when N-methylglycine and tin octoate were used as initiator and catalyst, respectively. Subsequently, isocyanate-te",20,1.64,Baoli Ou; Meilong Chen; Yuanjun Guo; Yonghai Kang; Yan Guo; Shanggao Zhang; Jianhui Yan; Qingquan Liu; Duxin Li,26
@s11998-021-00561-2.pdf,Amphiphilic marine coating systems of self-stratified PDMS-PEG surfaces with an epoxy-polyurethane matrix,10.1007/s11998-,2021,,"Marine coatings protect submerged surfaces from the negative effects of biofouling. In this work, we demonstrate a new method to prepare self-stratiﬁed, amphiphilic glycidyl-carbamate (GC)-based (epoxy urethane-based) coatings (AmpSiGC coatings) that have fouling-release properties making them suit- able for marine use. The prepared coating systems are unique and durable in character as the bulk coating takes advantage of both epoxy and urethane function- alities while the surface is comprised of both hydro- philic and hydrophobic domains, granting it an amphiphilic characteristic. The experim",18,2.78,,
@s11998-024-01023-1.pdf,Comparison of zwitterions in amphiphilic PDMS-based surface-modifying polymers for marine fouling-release coatings,10.1007/s11998-,2024,,"Zwitterion-containing polymers can be used as the hydrophilic block in amphiphilic copolymers due to their strong electrostatic interaction with water. Polyethylene glycol (PEG) is commonly used as the hydrophilic block, but PEG experiences rapid autox- idation which limits its lifetime. Alternatively, zwitte- rions are protein-resistant and have an ultra-low fouling surface that can bind water molecules stronger than PEG. In this study, the successful synthesis of block copolymers of hydrophobic poly(dimethyl silox- ane) (PDMS) and four different hydrophilic zwitteri- onic monomers was carrie",19,2.49,,
@s11998-025-01163-y.pdf,Coupling agent-derived tailored Econea fouling-release coating with superior tolerance,10.1007/s11998-025-01163-y,2025,Journal of Coatings Technology and Research,"The most effective strategy for controlling biofouling is the release of toxic antifouling agents, but this approach triggers environmental concerns and leads to stricter international legislation. This study proposes a novel, simple, and convenient method for grafting antifouling agents by using a silane coupling agent to introduce Econea into low-surface-energy coatings. The amount of introduced antifouling agent can be precisely controlled. Compared with traditional antifouling agent-releasing coatings, the leaching rate of the grafted antifouling coating is only one-sixth that of conventio",10,1.8,Xiping Chen; Jiaojiao Yan; Jiawang Chen; Yang Hou; Jiankun Hu,0
@s41427-025-00606-7.pdf,Sediment-resistant marine antifouling amphiphilic random copolymer coating,10.1038/s41427-025-00606-7,2025,NPG Asia Materials,"Accumulation of aquatic organisms on submerged sea vessel surfaces increases drag, resulting in higher fuel consumption and more greenhouse gas emissions. Polymer coatings hold promise to combat marine biofouling as more environmentally friendly alternatives to metal-based paints. While hydrophilic coatings are known to lose antifouling efﬁcacy upon sediment adsorption, how to arrange hydrophobic segments and develop a sufﬁciently thick coating layer to suppress diatom deposition in the presence of silt and maximize the antifouling performance has been unknown. Here, we developed an effective ",11,1.24,Jinhyeok Jeong; Minjoong Shin; Sung Min Kang; Myungeun Seo,10
@s41598-020-67073-8.pdf,Terpolymer resin containing bioinspired borneol and controlled release of camphor: Synthesis and antifouling coating application,10.1038/s41598-020-67073-8,2020,Scientific Reports,,10,2.11,Jiankun Hu; Baoku Sun; Haichun Zhang; Ading Lu; Huiqiu Zhang; Hailong Zhang,26
@self-cross-linking-degradable-polymers-for-antifouling-coatings.pdf,Self-Cross-Linking Degradable Polymers for Antifouling Coatings,10.1021/acs.iecr.7b00557,2017,Industrial & Engineering Chemistry Research,"Degradable polymers with protein resistance can ﬁnd applications in antibiofouling. We have prepared copolymer of 2-methylene-1,3-dioxepane (MDO), 2-(dimethy- lamino) ethyl methacrylate (DEM) and 3-(methacryloxyprop- yl) trimethoxysilane (KH570) via radical ring-opening polymerization, where MDO, DEM, and KH570 make the polymer degradable, protein resistant and self-cross-linkable, respectively. Our studies demonstrate that the self-cross-linking signiﬁcantly improves the coating ability of the polymer with controlled biodegradation in seawater. We have investigated the adsorption of ﬁbrinogen",7,1.85,Qianni Xie; Xi Zhou; Chunfeng Ma; Guangzhao Zhang,29
@self-generating-and-self-renewing-zwitterionic-polymer-surfaces-for-marine-anti-biofouling.pdf,Self-Generating and Self-Renewing Zwitterionic Polymer Surfaces for Marine Anti-Biofouling,10.1021/acsami.9b16775,2019,ACS Applied Materials & Interfaces,"Regeneration of antifouling polymer surfaces after contamination or damage is an important issue, especially in complex marine environments. Here, inspired by the self- renewal of silyl acrylate polymers and the protein resistance of zwitterionic polymers, we prepared a novel hydrolysis-induced zwitterionic monomer, tertiary carboxybetaine triisopropylsilyl ester ethyl acrylate (TCBSA), and copolymerized it with methyl methacrylate (MMA). Such a copolymer rapidly self- generates a zwitterionic surface and provides fouling resistance in marine environments. Furthermore, TCBSA was copoly- merize",8,2.19,Guoxiong Dai; Qingyi Xie; Xiaoqing Ai; Chunfeng Ma; Guangzhao Zhang,119
@strategy-for-fabricating-degradable-low-surface-energy-cross-linked-networks-with-excellent-anti-fouling-properties.pdf,Strategy for Fabricating Degradable Low-Surface-Energy Cross-Linked Networks with Excellent Anti-Fouling Properties,10.1021/acsami.4c19192,2025,ACS Applied Materials & Interfaces,"Marine biofouling negatively impacts marine industries and ship navigation. However, current coatings are based on a single antifouling mechanism, which is insufficient to cope with the complex and ever-changing marine environment. Herein, multifunctional antifouling coatings were developed using a material system containing perfluoropolyether and caprolactone chains. First, an acrylic resin containing perfluoropolyether side chains was synthesized as a liquid-repellent component and then a degradable cross-linked network was constructed by bridging polycaprolactone chains. Surprisingly, polyc",14,8.86,Yongjun Chen; Hui Ye; Xianwei Zhao; Pei Li; Haining Chen; Huicong Liu; Hui Zhang; Weiping Li,11
@surface-enriched-amphiphilic-polysiloxane-coating-with-superior-antifouling-ability-and-strong-substrate-adhesion.pdf,Surface-Enriched Amphiphilic Polysiloxane Coating with Superior Antifouling Ability and Strong Substrate Adhesion,10.1021/acsapm.3c00199,2023,ACS Applied Polymer Materials,"The coexistence of superior antifouling ability and strong substrate adhesion is a typical trade-off for a silicone coating but is highly desirable in numerous applications. Herein, we present a surface-enriched antifouling coating consisting of a bis- silane-terminated polyurea (SPU), an oligosiloxane nanocluster, and a bi-silanol-terminated poly(dimethylsiloxane) with fluorocar- bon and poly(ethylene glycol) side chains as a reactive amphiphilic polymer (RAP). The oligosiloxane nanoclusters can cross-link the flexible SPU into a tough polymer network and interlink the polymer network to the ",10,6.68,Zhenqiang Zhang; Qingyi Xie; Guoliang Zhang; Chunfeng Ma; Guangzhao Zhang,42
@synthesis-and-characterization-of-ultralow-fouling-poly(n-acryloyl-glycinamide)-brushes.pdf,Synthesis and Characterization of Ultralow Fouling Poly(<i>N</i>-acryloyl-glycinamide) Brushes,10.1021/acs.langmuir.7b03435,2017,Langmuir,"The rational design of biomaterials with antifouling properties still remains a challenge, although this is important for many bench-to-bedside applications for biomedical implants, drug delivery carriers, and marine coatings. Herein, we synthesized and characterized poly(N-acryloylglycinamide) (polyNAGA) and then grafted poly- (NAGA) onto Au substrate to form polymer brushes with well- controlled ﬁlm stability, wettability, and thickness using surface-initiated atom transfer radical polymerization (SI-ATRP). The NAGA monomer integrates two hydrophilic amides on the side chain to enhance surfa",9,3.63,Fengyu Yang; Yonglan Liu; Yanxian Zhang; Baiping Ren; Jianxiong Xu; Jie Zheng,34
